N п/п,Предприятие,Таб №,ФИО,Дата рождения,Подразделение,Статус,Должность,Код функции,Наименование функции,Дата приема,Дата увольнения,Статья КЗОТ,причина,причина уточн.,Кратко,Название ставки,Категория,Поощрение От,Поощрение До,Уточнение,Основание
1075,Синие горы,333535161, Булыгина Регина Олеговна ,28665,Информационно-аналитический отдел,Постоянно,Эксперт,113.04,Информационная безопасность и техническая защита,41869,72686,,,,,Администрация,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
 508,Лихолесье,283587186, Кылымныка Аза Трофимовна ,30530,"Установка сушки, прессования",Постоянно,Аппаратчик сушки,101.02,Производство продукции,41393,72686,,,,,Основной персонал - рабочие,рабочие,43070,43100,,"Программа мотивации по ОТ, ПБ и ООС"
1827,Суллуст ,516698362, Гершельман Вадим Всеволодович ,25443,Служба Содержание и ремонт локомотивов и средств механизации,Постоянно,Электрогазосварщик,104.06,Содержание и ремонт железнодорожной инфраструктуры,39674,43463,п 3 ч 1 ст 77 ТК РФ,"по инициативе работника, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации",с последующим приемом в рамках Холдинга/ дружественного предприятия,Перевод_внутри_Холдинга,Вспомогательный персонал - рабочие,рабочие,42783,72686,Выплата премии,За достижение по программе Лидер/Чемпион
1322,Озерный город,433563895, Стеблева Стела Петровна ,32954,Планово-экономический отдел,Постоянно,Ведущий специалист,111.06,"Планирование, анализ и отчетность  на предприятиях",41547,72686,,,,,Администрация,специалисты,42982,72686,,День Химика и День рождения СИБУРа
1076,Синие горы,333504585, Козаков Владилен Епифанович ,31719,Отдел планирования и анализа,Постоянно,Эксперт,111.06,"Планирование, анализ и отчетность  на предприятиях",41122,72686,,,,,Администрация,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
 509,Лихолесье,283521615, Воронова Кира Ростиславовна ,32086,Отдел планирования и обеспечения ПОФ,Постоянно,Функциональный администратор,102.18,Единая служба технического заказчика,40518,72686,,,,,Администрация,специалисты,42937,72686,,за высокие результаты работы
 510,Лихолесье,283527065, Бугаков Карл Миронович ,33339,Лаборатория производства полибутадиеновых каучуков,Постоянно,Лаборант химического анализа,137.01,Контроль качества,40766,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43009,43373,,"Программа мотивации по ОТ, ПБ и ООС"
1077,Синие горы,333466280, Юдашкин Демьян Кондратиевич ,23266,АКП,Постоянно,Машинист насосных установок,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43332,72686,,В связи с юбилеем
1078,Синие горы,333515114, Фролов Павел Вячеславович ,21369,Участок ремонта запорно-регулирующей арматуры (ЗРА),Постоянно,Слесарь-ремонтник,102.19,Централизованное ремонтное производство,41394,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43285,72686,,В связи с юбилеем
1676,Изенгард,316668396, Кабисов Александр Филиппович ,27160,Установка пиролиза,Постоянно,Аппаратчик пиролиза,101.02,Производство продукции,40634,72686,,,,,Основной персонал - рабочие,рабочие,42943,72686,,
1079,Синие горы,333597112, Букирь Виталий Валерьянович ,29812,"Установка экструзии, фасовки и отгрузки",Постоянно,Машинист гранулирования пластических масс,101.02,Производство продукции,42705,72686,,,,,Основной персонал - рабочие,рабочие,43076,72686,,"За значительный личный вклад в развитие компетенций сотрудников в области ОТ и ПБ, направленных на обеспечение и развитие культуры безопасности в Обществе, через реализацию программы обязательного корпоративного обучения"
1080,Синие горы,333456867, Андрющенко Тарас Ираклиевич ,24626,Группа эксплуатации КИПиА АКП и объектов общепроизводственного назначения,Постоянно,Слесарь по контрольно-измерительным приборам и автоматике,102.19,Централизованное ремонтное производство,37252,43320,п 3 ч 1 ст 77 ТК РФ,"по инициативе работника, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации",по инициативе Работника,Текучесть-добровольная,Вспомогательный персонал - рабочие,рабочие,42873,72686,,В связи с юбилеем
1081,Синие горы,333597140, Кушнарёва Каролина Константиновна ,21481,Установка полимеризации,Постоянно,Машинист компрессорных установок,101.02,Производство продукции,42705,72686,,,,,Основной персонал - рабочие,рабочие,43420,72686,,"За высокие достижения в труде, большой личный вклад в развитие Общества и в связи с празднованием 60-летнего юбилея работника"
1082,Синие горы,333471034, Лидин Филимон Викентиевич ,24630,"Группа ремонта механического оборудования цехов по производству бутадиена, изобутилена и МТБЭ",Постоянно,Слесарь по ремонту технологических установок,102.19,Централизованное ремонтное производство,38288,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42874,72686,,В связи с юбилеем
1083,Синие горы,333432946, Голышев Измаил Денисович ,21107,Отделение Б-1/2,Постоянно,Машинист компрессорных установок,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",37252,72686,,,,,Основной персонал - рабочие,рабочие,42993,72686,,В связи с юбилеем
 511,Лихолесье,283459336, Рытова Эвелина Василиевна ,25466,"Отделение 2Г, ДК-8 тепляк, сливо-наливные площадки_x000D_",Постоянно,Аппаратчик подготовки сырья и отпуска полуфабрикатов и продукции,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",36185,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42856,43220,,"Программа стимулирования работников в области ОТ, ПБ и ООС ""Чемпион"""
1629,Империя сов Илопса,866674198, Гадолина Эвелина Ивановна ,29914,Продуктовое развитие,Постоянно,Главный эксперт,108.08,Продуктовый менеджмент,40940,72686,,,,,Администрация,специалисты,43291,72686,,за высокие результаты работы
1400,Одинокая гора,300229341, Рыченков Сократ Андреевич ,32448,Производство окиси этилена и гликолей,Постоянно,Начальник смены,101.02,Производство продукции,41113,72686,,,,,Основной персонал - АУП,руководители,42880,72686,,"Профессиональный праздник ""День химика"""
1860,Гундабад,1050089397, Юдицкий Давид Агапович ,29269,Руководство,Временно,Руководитель направления,200.01,Управление проектами - общее руководство,42123,72686,,,,,Основной персонал - АУП,руководители,42934,72686,,За высокие результаты работы
1677,Изенгард,316670739, Яйцов Лавр Самсонович ,22442,"Установка смешения, растворения, подготовки, разливки, затаривания жидких продуктов пиролиза углеводородов нефти",Постоянно,Оператор товарный,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",40634,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43234,72686,,"За большой личный вклад в развитие химической отрасли, многолетний добросовестный труд и успешное выполнение производственных заданий"
 117,Ба́мблби,633487480, Чуркина Владлена Якововна ,27820,Отдел главного механика,Временно,Главный механик,102.05,Механика - служба главного механика,42709,43265,п 3 ч 1 ст 77 ТК РФ,"по инициативе работника, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации",с последующим приемом в рамках Холдинга/ дружественного предприятия,Перевод_внутри_Холдинга,Администрация,руководители,42937,72686,,за высокие результаты работы
1084,Синие горы,333337134, Жукова Берта Олеговна ,22854,Группа закупки материалов,Постоянно,Ведущий специалист,105.02,Закупка МТР,37252,72686,,,,,Администрация,специалисты,42923,72686,,В связи с юбилеем
 189,Лориэн,217186746, Курбанова Оксана  Потаповна ,30304,Участок по ремонту технологического оборудования,Постоянно,Мастер по ремонту,102.19,Централизованное ремонтное производство,42705,72686,,,,,Вспомогательный персонал - АУП,руководители,43291,72686,,"За многолетний добросовестный труд, большой вклад в развитие_x000D_
отечественной химической промышленности и в связи с профессиональным_x000D_
праздником – Днём химика"
1845,Данстар,1016679330, Овчинникова Ирина Георгиевна ,30923,Управление по работе с персоналом,Временно,Ведущий специалист по работе с персоналом,109.03,Подбор персонала,42381,72686,,,,,Администрация,специалисты,43089,72686,"Награда от ГД ""Портэнерго""",За высокие  результаты работы
1323,Озерный город,433423939, Качаев Макар Яковович ,28025,Цех по ремонту технологических установок,Постоянно,Начальник цеха,102.19,Централизованное ремонтное производство,38009,72686,,,,,Вспомогательный персонал - АУП,руководители,42880,72686,,День химика
 606,Лесные эдьфы,400022561, Шимякина Анфиса Игнатиевна ,31089,Служба главного инженера,Постоянно,Главный эксперт по механическому оборудованию,102.05,Механика - служба главного механика,39252,72686,,,,,Администрация,специалисты,43248,72686,,В связи с празднованием профессионального праздника
1085,Синие горы,333432939, Полыгалов Эммануил Матвеевич ,24930,Отделение Б-1/2,Постоянно,Машинист компрессорных установок,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",37252,72686,,,,,Основной персонал - рабочие,рабочие,42879,72686,,"За высокое профессиональное мастерство, добросовестный труд, достижения в работе и значительный личный вклад в развитие Общества"
1086,Синие горы,333432939, Полыгалов Эммануил Матвеевич ,24930,"Отделение Б-1/1, Б-1/2",Постоянно,Машинист компрессорных установок,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",37252,72686,,,,,Основной персонал - рабочие,рабочие,43192,72686,,В связи с юбилеем
1324,Озерный город,433422530, Панкина Майя Афанасиевна ,24950,Установка хранения сырья и готовой продукции,Постоянно,Инженер-технолог,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",38012,72686,,,,,Вспомогательный персонал - АУП,специалисты,42982,72686,,День Химика и День рождения СИБУРа
1325,Озерный город,433409787, Грибков Онуфрий Федотович ,25250,Отдел технического обслуживания и ремонта механо-технологического оборудования,Постоянно,Механик,102.18,Единая служба технического заказчика,37987,72686,,,,,Вспомогательный персонал - АУП,специалисты,42982,72686,,День Химика и День рождения СИБУРа
1678,Изенгард,316668417, Пятосин Порфирий Юриевич ,28990,Цех пиролиза,Постоянно,Инженер-технолог,101.02,Производство продукции,40634,72686,,,,,Основной персонал - АУП,специалисты,42881,72686,,
1087,Синие горы,333572389, Калагина Всеслава Ивановна ,30414,Теплотехническая лаборатория,Постоянно,Начальник лаборатории,101.07,Энергопроизводство,42531,72686,,,,,Вспомогательный персонал - АУП,руководители,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
 607,Лесные эдьфы,400023994, Коротаева Инесса Игоревна ,20454,Отделение полимеризации,Постоянно,Аппаратчик полимеризации,101.02,Производство продукции,29130,43069,п 1ч 1 ст 77 ТК РФ,"по соглашению сторон, пункт 1 части первой статьи 77 Трудового кодекса Российской Федерации",в связи с уходом на пенсию,Прочее,Основной персонал - рабочие,рабочие,42884,72686,,"За добросовестный труд, высокий профессионализм и в связи с Днем химика"
1869,Фангорн,1333362488, Лаврова Ирина Алексеевна ,30153,Московский региональный технический центр,Постоянно,Директор,120.01,Информационные технологии и связь – общее руководство,42005,43100,п 3 ч 1 ст 77 ТК РФ,"по инициативе работника, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации",с последующим приемом в рамках Холдинга/ дружественного предприятия,Перевод_внутри_Холдинга,Администрация,руководители,42928,72686,,За высокие результаты работы
1877,Шир,1516667884, Касьяненко Бронислава Степановна ,30153,,,,,,43084,43357,п 1ч 1 ст 77 ТК РФ,"по соглашению сторон, пункт 1 части первой статьи 77 Трудового кодекса Российской Федерации",по инициативе Работника,Текучесть-добровольная,,,42736,72686,,
 512,Лихолесье,283385260, Никишина Ариадна Елизаровна ,28284,"Лаборатория производства эмульсионных каучуков (объекты обслуживания: установка подготовки сырья на латексе, коагуляции и фильтрации; установка сушки, прессования и ОВВ)",Постоянно,Лаборант химического анализа,137.01,Контроль качества,34883,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43374,43404,,"Программа мотивации по ОТ, ПБ и ООС"
1523,Мория,450045237, Бурцев Артем Ерофеевич ,24836,Служба заказчика по сервису и хозяйственному обеспечению,Постоянно,Специалист,122.04,Комплексное обслуживание зданий и сооружений,41631,72686,,,,,Вспомогательный персонал - АУП,специалисты,43242,72686,,За высокие производственные достижения
 129,Навахо,783339543, Сычкина Светлана Афанасиевна ,29222,Белозерное газоперерабатывающее производство,Постоянно,Начальник производства,101.02,Производство продукции,37489,43238,,,,,Основной персонал - АУП,руководители,42956,72686,,"за многолетний плодотворный труд , высокие профессиональные достижения"
1326,Озерный город,433444440, Фаммуса Инна Германовна ,28468,Установка гранулирования полипропилена,Постоянно,Начальник установки,101.02,Производство продукции,37987,72686,,,,,Основной персонал - АУП,руководители,42934,72686,,За высокие результаты работы
 118,Ба́мблби,633518346, Макушева Варвара Мефодиевна ,23062,,,,,,43191,72686,,,,,,,42937,72686,,
 513,Лихолесье,283414533, Русинова Зинаида Елисеевна ,26073,Участок чистки технологического оборудования и трубопроводов,Постоянно,Начальник участка,102.19,Централизованное ремонтное производство,34974,72686,,,,,Вспомогательный персонал - АУП,руководители,42975,72686,,"За многолетний добросоовестный труд, большой личный вклад в развитие производства синтетических каучуков и в связи с 85-летием со дня образования предприятия"
 514,Лихолесье,283604567, Махнера Маргарита Данилевна ,33895,Производство полимеров полибутадиеновых каучуков,Постоянно,Начальник смены,101.02,Производство продукции,42339,72686,,,,,Основной персонал - АУП,руководители,43327,72686,15.08/0002-М,Победа в конкурсе профессионального мастерства
1679,Изенгард,316671338, Никифорова Ирина Данииловна ,27788,Установка подготовки и разливки продукции производства пиролиза углеводородов нефти,Постоянно,Оператор товарный,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",40634,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42881,72686,,
1630,Империя сов Илопса,866724036, Окладникова Анисья Анатолиевна ,29108,Энергопроизводство,Постоянно,Начальник смены,102.03,Энергетика - служба главного энергетика,41288,72686,,,,,Вспомогательный персонал - АУП,руководители,43299,72686,,"За достижения в работе и значительный вклад в развитие Предприятия, за высокий профессионализм и добросовестное отношение к труду"
1720,Мглистые горы,466716960,Яшнова Вероника Марковна ,24822,Служба главного метролога,Временно,Ведущий инженер по противоаварийной автоматической защите,102.07,Метрология - служба главного метролога,42695,72686,,,,,Крупнобюджетные инвестпроекты,специалисты,43152,72686,,За многолетний добросоовестный труд
1701,Рохан,550024784, Токмакова Наталия Фомевна ,33076,"Участок по ремонту статического оборудования производства очищенной органической кислоты (терефталевой), производства ПЭТ, энергосырьевого производства",Постоянно,Слесарь-ремонтник,102.19,Централизованное ремонтное производство,40798,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43304,72686,приказ № 148-19 от 23.07.2018,за высокие результаты работы
1088,Синие горы,333457496, Тюлепова Ольга Семеновна ,22834,Центральная заводская лаборатория (ЦЗЛ),Постоянно,Ведущий инженер-химик,137.01,Контроль качества,37252,43228,п 5 ч 1 ст 77 ТК РФ,"в связи с переводом работника по его просьбе на работу к другому работодателю, пункт 5 части первой статьи 77 Трудового кодекса Российской Федерации",с последующим приемом в рамках Холдинга/ дружественного предприятия,Перевод_внутри_Холдинга,Вспомогательный персонал - АУП,специалисты,42891,72686,,В связи с юбилеем
1702,Рохан,550034593, Якухина Бронислава Олеговна ,29543,Производство ПЭТ,Постоянно,Аппаратчик полимеризации,101.02,Производство продукции,41463,72686,,,,,Основной персонал - рабочие,рабочие,43304,72686,приказ № 148-19 от 23.07.2018,за высокие результаты работы
1524,Мория,450002841, Поличев Эммануил Андронович ,26849,Цех складского хозяйства-рабочие,Постоянно,Стропальщик,105.04,Склады МТР,38300,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42928,72686,,За высокие производственные достижения
1703,Рохан,550024986, Балдагуева Маргарита Владленовна ,31327,Производство ПЭТ,Постоянно,Аппаратчик полимеризации,101.02,Производство продукции,39630,72686,,,,,Основной персонал - рабочие,рабочие,42937,72686,,за высокие результаты работы
1089,Синие горы,333466985, Якимычева Инесса Юлиевна ,27052,Цех нейтрализации и очистки промышленных и сточных вод,Постоянно,Инженер-технолог,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - АУП,специалисты,43076,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и в связи с празднованием Дня энергетика"
1090,Синие горы,333466985, Якимычева Инесса Юлиевна ,27052,Цех нейтрализации и очистки промышленных и сточных вод,Постоянно,Инженер-технолог,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - АУП,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1091,Синие горы,333434963, Мирсиянов Матвей Эрнестович ,28073,Установка выделения изобутилена (БК-4),Постоянно,Аппаратчик газоразделения,101.02,Производство продукции,37252,72686,,,,,Основной персонал - рабочие,рабочие,43028,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1092,Синие горы,333458730, Лопатина Полина Серафимовна ,24930,Лаборатория производства бутадиена,Постоянно,Лаборант химического анализа,137.01,Контроль качества,37252,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43186,72686,,В связи с юбилеем
1093,Синие горы,333513236, Головнин Андриян Фролович ,23377,Участок № 2,Постоянно,Огнеупорщик,102.19,Централизованное ремонтное производство,41394,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42879,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1094,Синие горы,333460043, Худякова Элеонора Алексеевна ,23243,Участок переработки воздуха,Постоянно,Аппаратчик осушки газа,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43287,72686,,В связи с юбилеем
1179,Туарег,50073895, Касьяненко Валерия Брониславовна ,24638,Установка Б-2,Постоянно,Оператор товарный,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",41001,42842,,,,,Вспомогательный персонал - рабочие,рабочие,42881,72686,15.06.2017г. исполняется 50 лет,В связи с юбилейной датой
1095,Синие горы,333552685, Локтев Артемий Гордеевич ,31369,Отдел обучения и развития персонала,Постоянно,Ведущий специалист,109.09,Обучение и развитие персонала,42465,72686,,,,,Администрация,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1096,Синие горы,333591588, Тукаев Борислав Прохорович ,23178,Участок по эксплуатации тепломеханического оборудования,Постоянно,Машинист котлов,101.02,Производство продукции,42705,72686,,,,,Основной персонал - рабочие,рабочие,43272,72686,,В связи с юбилеем
1097,Синие горы,333446018, Попырина Клара Фомевна ,24609,"Производство ""Изобутан-изобутиленовой фракции (ИИФ)""",Постоянно,Начальник производства,101.02,Производство продукции,37252,72686,,,,,Основной персонал - АУП,руководители,42870,72686,,
1098,Синие горы,333446018, Попырина Клара Фомевна ,24609,"Производство ""Изобутан-изобутиленовой фракции (ИИФ)""",Постоянно,Начальник производства,101.02,Производство продукции,37252,72686,,,,,Основной персонал - АУП,руководители,42858,72686,,В связи с юбилеем
1551,Хельмова Падь,366811148, Голодяев Денис Богданович ,25535,"Группа технического обслуживания и ремонта контрольно-измерительных приборов, автоматизированных систем управления технологическими процессами и электрооборудования",Постоянно,Электромонтер по ремонту и обслуживанию электрооборудования отделений производства ПЭТФ,102.03,Энергетика - служба главного энергетика,38139,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43297,72686,,"За высокое профессиональное мастерство, особые достижения при выполнении трудовых обязанностей, личный вклад в развитие производства ПЭТФ"
1180,Туарег,50035381, Савватимов Рюрик Богданович ,20928,"Участок по ремонту технологического оборудования и трубопроводов, теплообменной аппаратуры производства ароматических углеводородов и разделения природных газов, производства простых эфиров, углеводородов и их соединений",Постоянно,Слесарь по ремонту технологических установок,102.19,Централизованное ремонтное производство,36353,42842,,,,,Вспомогательный персонал - рабочие,рабочие,42843,72686,,В связи с юбилейной датой
1099,Синие горы,333468216, Журавлёв Аристарх Сократович ,20905,"Группа ремонта механического оборудования цехов по производству бутадиена, изобутилена и МТБЭ",Постоянно,Электрогазосварщик,102.19,Централизованное ремонтное производство,37907,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42820,72686,,В связи с юбилеем
1100,Синие горы,333514281, Вихорева Яна Евгениевна ,20977,Ремонтно-механическая группа,Постоянно,Слесарь-ремонтник,102.19,Централизованное ремонтное производство,41394,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42947,72686,,В связи с юбилеем
1327,Озерный город,433333516, Шипицына Милена Станиславовна ,21563,Производственно-диспетчерский отдел,Постоянно,Диспетчер,103.03,Диспетчеризация,37987,72686,,,,,Основной персонал - АУП,специалисты,42982,72686,,День Химика и День рождения СИБУРа
 515,Лихолесье,283605192, Эссен Эрнст Модестович ,24484,Группа по ревизии и ремонту запорно - регулирующей арматуры и пружинно - предохранительных клапанов,Постоянно,Слесарь-ремонтник,102.19,Централизованное ремонтное производство,42347,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42917,43281,,"Программа стимулирования работников в области ОТ, ПБ и ООС ""Чемпион"""
1101,Синие горы,333512384, Кожухова Розалия Борисовна ,24553,Ремонтно-механический участок,Постоянно,Токарь-карусельщик,102.19,Централизованное ремонтное производство,41394,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42818,72686,,В связи с юбилеем
1680,Изенгард,316679485, Луковникова Анна Родионовна ,33694,Установка по производству пара,Постоянно,Старший машинист котельного оборудования,101.07,Энергопроизводство,41376,72686,,,,,Вспомогательный персонал - рабочие,рабочие,42881,72686,,
 516,Лихолесье,283433242, Газинский Эдуард Геннадиевич ,25482,Отделение очистки растворителя производства СКД-НД,Постоянно,Аппаратчик перегонки,101.02,Производство продукции,31975,72686,,,,,Основной персонал - рабочие,рабочие,43160,43190,,"Программа мотивации по ОТ, ПБ и ООС"
 517,Лихолесье,283412043, Лещенко Василий Иннокентиевич ,30475,Технический отдел,Постоянно,Главный технолог - начальник технического отдела,137.02,Технология и стандартизация,38341,72686,,,,,Администрация,руководители,42996,72686,,"За добросовестный труд, высокий профессионализм, большой вклад в развитие промышленного комплекса Воронежской области и в связи с 85-летием предприятия"
 518,Лихолесье,283525765, Головина Анфиса Ефимовна ,28143,Производство эмульсионных каучуков,Постоянно,Начальник производства,101.02,Производство продукции,40714,72686,,,,,Основной персонал - АУП,руководители,42996,72686,,"За добросовестный труд, высокий профессионализм, большой вклад в развитие промышленного комплекса Воронежской области и в связи с 85-летием предприятия"
1681,Изенгард,316672884, Чан Соломон Титович ,24634,Установка переработки пироконденсата,Постоянно,Аппаратчик перегонки,101.02,Производство продукции,40655,72686,,,,,Основной персонал - рабочие,рабочие,43230,72686,,"За многолетний добросовестный труд, большой вклад в развитие химической отрасли и в связи с празднованием Дня химика"
1846,Данстар,1016673883, Амбражевича Розалия Иосифовна ,22199,Участок хранения СУГ (под давлением),Постоянно,Машинист технологических компрессоров,101.02,Производство продукции,41190,43100,п 1ч 1 ст 77 ТК РФ,"по соглашению сторон, пункт 1 части первой статьи 77 Трудового кодекса Российской Федерации",оптимизация численности,Оптимизация,Основной персонал - рабочие,рабочие,43089,72686,,За многолетний добросоовестный труд
1328,Озерный город,433442733, Кощеев Ян Кондратович ,28713,Установка катализаторов и подготовки сырья,Постоянно,Аппаратчик синтеза триэтилалюминия,101.02,Производство продукции,37987,72686,,,,,Основной персонал - рабочие,рабочие,42982,72686,,День Химика и День рождения СИБУРа
1861,Гундабад,1050104531, Шуленкова Злата Якововна ,20870,Общестроительные работы и монтаж металлоконструкций,Временно,Эксперт по организации строительства,206.03,Управление строительством - Общестроительные работы,42457,43117,п 3 ч 1 ст 77 ТК РФ,"по инициативе работника, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации",по инициативе Работника,Текучесть-добровольная,Основной персонал - АУП,специалисты,42934,72686,,За высокие результаты работы
1102,Синие горы,333570261, Старцева Таисия Кузьмевна ,25675,Отдел диспетчерского управления,Постоянно,Старший диспетчер,103.03,Диспетчеризация,42482,72686,,,,,Основной персонал - АУП,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1103,Синие горы,333467399, Шубин Парфен Матвеевич ,21558,Энергопроизводство,Постоянно,Техник,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - АУП,специалисты,43076,72686,,"За высокое профессиональное мастерство, добросовестный труд, достижения в работе и в связи с празднованием 30-летнего юбилея Цеха нейтрализации и очистки промышленных и сточных  вод"
1104,Синие горы,333467399, Шубин Парфен Матвеевич ,21558,Энергопроизводство,Постоянно,Техник,101.07,Энергопроизводство,37252,72686,,,,,Вспомогательный персонал - АУП,специалисты,43236,72686,,"Высокое проффесиональное мастерство, добросовестный труд, достижения в работе и значительный  личный вклад в развитие Общества"
1329,Озерный город,433513136, Прудников Александр Ираклиевич ,26859,Установка полимеризации этилена,Постоянно,Машинист компрессорных установок,101.02,Производство продукции,40238,72686,,,,,Основной персонал - рабочие,рабочие,42982,72686,,День Химика и День рождения СИБУРа
 519,Лихолесье,283354091, Эзрина Каролина Федотовна ,27323,"Отделение 2Г, ДК-8 тепляк, сливо-наливные площадки",Постоянно,Аппаратчик подготовки сырья и отпуска полуфабрикатов и продукции,101.04,"Склады сырья, полуфабрикатов и продукции (непаспортизированной)",39448,72686,,,,,Вспомогательный персонал - рабочие,рабочие,43070,43100,,"Программа мотивации по ОТ, ПБ и ООС"
